INDEX,UTM_X,UTM_Y,LON,LAT
550,250255.34632161056,3688210.1027404335,126.3176793,33.30408609
551,250255.19820364623,3688209.986306316,126.31767769927689,33.30408501
552,250255.0420574588,3688209.896781464,126.317676,33.30408417
553,250254.89198087945,3688209.770481984,126.3176744730668,33.30408299
554,250254.7260542673,3688209.6725486377,126.3176727196308,33.30408207
555,250254.57129798512,3688209.571716881,126.3176710877601,33.30408113
556,250254.4090762308,3688209.462266436,126.3176693766332,33.30408011
557,250254.2572546113,3688209.3588146297,126.31766777655488,33.30407914
558,250254.09949212515,3688209.243572977,126.3176661150961,33.30407806
559,250253.93550203487,3688209.133282229,126.3176643859345,33.30407703
560,250253.7624017452,3688209.035558211,126.3176625555553,33.30407611
561,250253.5867300761,3688208.948638464,126.3176606944869,33.30407529
562,250253.3984770578,3688208.890761523,126.3176586904763,33.30407472
563,250253.2139485488,3688208.8171219416,126.3176567309406,33.30407402
564,250253.02867905327,3688208.748672261,126.3176548,33.30407336
565,250252.83538458977,3688208.7127084224,126.3176526978885,33.30407299
566,250252.64482798605,3688208.6635191552,126.3176507,33.3040725
567,250252.44921266133,3688208.6500533866,126.3176485714289,33.30407233
568,250252.2512571784,3688208.660042836,126.3176464444447,33.30407238
569,250252.0570748961,3688208.683157712,126.3176443544055,33.30407254
570,250251.8685363067,3688208.737188715,126.31764231632928,33.30407298
571,250251.6865500239,3688208.812367056,126.31764034325988,33.30407362
572,250251.51049527488,3688208.9,126.3176384298209,33.30407437
573,250251.3443252452,3688209.0010889727,126.3176366190473,33.30407524
574,250251.18238885904,3688209.112501133,126.31763485072608,33.30407621
575,250251.0309301965,3688209.239714344,126.31763319047649,33.30407732
576,250250.8788617199,3688209.3665115247,126.31763152380988,33.30407842
577,250250.7366816417,3688209.5053709545,126.3176299598782,33.30407964
578,250250.59947420424,3688209.6402591295,126.3176284501215,33.30408083
579,250250.4539216761,3688209.773382035,126.3176269,33.30408199
580,250250.31205523995,3688209.9037813046,126.3176252934014,33.30408313
581,250250.17193008857,3688210.04,126.3176237525722,33.30408433
582,250250.0298931285,3688210.177611896,126.3176221904762,33.30408554
583,250249.88698337832,3688210.315447669,126.3176206190476,33.30408674
584,250249.7462984848,3688210.453104946,126.3176190714286,33.30408795
585,250249.6051771302,3688210.5897585168,126.31761751949028,33.30408915
586,250249.46487200988,3688210.7266227296,126.3176159761908,33.30409035
587,250249.3310137941,3688210.870964849,126.3176145000003,33.30409162
588,250249.1893,3688211.007553691,126.31761294188568,33.30409282
589,250249.0528327528,3688211.148496488,126.3176114385592,33.30409406
590,250248.93855986075,3688211.311489752,126.31761016744028,33.3040955
591,250248.82425418368,3688211.471483517,126.3176088968251,33.30409691
592,250248.72362493025,3688211.642,126.3176077698409,33.30409843
593,250248.6305956852,3688211.815,126.3176067237875,33.30409996
594,250248.52897524057,3688211.982752295,126.3176055873018,33.30410145
595,250248.4358675785,3688212.158842728,126.3176045396826,33.30410302
596,250248.35174091248,3688212.3387721768,126.3176035873018,33.30410462
597,250248.28267099577,3688212.5210891566,126.31760279543208,33.30410625
598,250248.2036512988,3688212.701046608,126.3176018982832,33.30410785
599,250248.14630608333,3688212.8911665697,126.3176012304524,33.30410955
600,250248.09574839784,3688213.0833895113,126.3176006,33.30411127
601,250248.05085554463,3688213.2760902974,126.31760009876568,33.30411299
602,250248.02192225607,3688213.4693773617,126.3175997,33.30411473
603,250248.00507613493,3688213.666315693,126.3175995,33.3041165
604,250247.99446922704,3688213.861917189,126.3175993,33.30411826
605,250247.98371852617,3688214.057083316,126.3175992,33.30412002
606,250247.98904538265,3688214.254873669,126.3175992,33.3041218
607,250247.99414891243,3688214.453259681,126.3175992,33.30412359
608,250247.99928957567,3688214.653089144,126.3175992,33.30412539
609,250248.0044281337,3688214.852836767,126.3175992,33.30412719
610,250248.00952374167,3688215.050914813,126.3175992,33.30412898
611,250248.0144856615,3688215.2499429393,126.3175992,33.30413077
612,250248.03517624416,3688215.444443956,126.3175993,33.30413253
613,250248.05570131016,3688215.641222068,126.3175995,33.30413431
614,250248.09192561085,3688215.8337172754,126.3175998,33.30413605
615,250248.11480309296,3688216.029720509,126.3176000233237,33.30413782
616,250248.16153154985,3688216.2203171737,126.3176004761544,33.30413955
617,250248.1867645291,3688216.415176716,126.31760068999048,33.30414131
618,250248.2213668541,3688216.6086870953,126.3176010092323,33.30414306
619,250248.27279409705,3688216.7976034167,126.3176015092563,33.30414477
620,250248.3178768649,3688216.974505752,126.3176019458661,33.30414638
621,250248.3416433819,3688217.146183456,126.31760215082988,33.30414793
622,250248.3510535336,3688217.3405509247,126.3176022,33.30414969
623,250248.38391479687,3688217.5227607912,126.3176025,33.30415133
624,250248.40418291025,3688217.7180607705,126.3176027,33.3041531
625,250248.43204095552,3688217.903657485,126.3176029117983,33.30415478
626,250248.44585488367,3688218.087853837,126.3176030092323,33.30415644
627,250248.4908279012,3688218.263535989,126.31760344586608,33.30415803
628,250248.50371722705,3688218.4518369935,126.3176035,33.30415973
629,250248.5434977341,3688218.624165481,126.3176039107186,33.30416129
630,250248.5874999195,3688218.802635621,126.3176043,33.30416291
631,250248.6237,3688218.991170434,126.3176047,33.30416462
632,250248.64358548884,3688219.1802014657,126.3176048,33.30416633
633,250248.6661640019,3688219.3649800224,126.3176050238456,33.304168
634,250248.69917612444,3688219.554280512,126.3176053241008,33.30416971
635,250248.7050136664,3688219.7483098335,126.3176053,33.30417146
636,250248.72575013933,3688219.937044247,126.3176055,33.30417317
637,250248.72669413243,3688220.1152821686,126.3176054633588,33.30417477
638,250248.7214206886,3688220.312189213,126.3176053517976,33.30417655
639,250248.7307547831,3688220.462,126.3176054107186,33.3041779
640,250248.74401858088,3688220.658167356,126.3176055,33.30417967
641,250248.7336903849,3688220.856247675,126.3176053,33.30418145
642,250248.72259365764,3688221.033024733,126.3176052,33.30418304
643,250248.68553421824,3688221.2181449938,126.3176047208006,33.3041847
644,250248.66740648256,3688221.3873487273,126.3176044761544,33.30418622
645,250248.58426049497,3688221.549952175,126.3176035393587,33.30418767
646,250248.53695048447,3688221.722930183,126.3176029854228,33.30418921
647,250248.44799671567,3688221.887985084,126.317602,33.30419068
648,250248.37649097075,3688222.0662883297,126.3176012,33.30419227
